,Col0,Col1,Col2,Col3,Col4,Col5
0,0.0,1.0,0.9862612616276198,0.9770000000000001,42.94808253763047,0.6500000000000001
1,0.7053992371083347,0.999,1.9728213499909888,0.7929999999999999,24.89181023325347,0.6500000000000001
2,0.815646189854031,0.998,2.9890631882419756,0.6549999999999999,22.258695023441028,0.6500000000000001
3,1.2220553215433336,0.968,4.026004107963508,0.517,16.577288340304605,0.6500000000000001
4,1.4156304082825029,0.931,5.006726223580498,0.386,14.23110450690902,0.6500000000000001
5,1.7650450690318262,0.8240000000000001,6.0775627875136955,0.317,13.360956428568358,0.6500000000000001
6,1.9978439818947915,0.7940000000000002,6.926668072914555,0.30100000000000005,12.19060343749798,0.6500000000000001
7,2.3224775162119515,0.737,7.966742921132176,0.24000000000000005,11.639379416882305,0.6500000000000001
8,2.395336141457185,0.7120000000000001,8.857488384477985,0.21600000000000003,11.835046298856131,0.6500000000000001
9,2.9393465877251894,0.6479999999999999,9.880121068646439,0.194,11.87146368073032,0.6500000000000001
10,3.5223765950561527,0.5559999999999999,11.016720008284668,0.194,9.5896196756917,0.6500000000000001
11,4.07288986427753,0.501,12.158449165337842,0.173,10.005864103474831,0.6500000000000001
12,4.131676168680002,0.4800000000000001,12.768621769995569,0.153,9.363642822217942,0.6500000000000001
13,4.05762654718017,0.4960000000000001,14.388353095254393,0.13499999999999998,8.202069853112066,0.6500000000000001
14,3.665896030127101,0.5560000000000002,14.337155956380963,0.142,10.926796708159443,0.6500000000000001
15,3.3730383554433034,0.604,16.458474432921303,0.136,7.662137022006085,0.6500000000000001
16,3.0871301424429,0.553,16.870660773185747,0.13,8.366079519775193,0.6500000000000001
17,2.9736532370768023,0.5690000000000001,18.39074457353106,0.091,9.503755010917896,0.6500000000000001
18,3.307033345850905,0.5660000000000001,18.78531341800866,0.10899999999999999,8.092998951663194,0.6500000000000001
19,3.879131803303223,0.5940000000000001,19.980272458921693,0.12,7.864356715380377,0.6500000000000001
20,4.612094931417737,0.5149999999999999,20.580838485830093,0.088,8.747205119776321,0.6500000000000001
21,5.388284817262588,0.521,22.49091210603384,0.093,7.5685959893106105,0.6500000000000001
22,6.058197866026063,0.489,22.887601671413552,0.10600000000000002,6.399291418995246,0.6500000000000001
23,7.094245365153374,0.42000000000000004,23.847414443931633,0.08700000000000001,6.5128079544937405,0.6500000000000001
24,7.821127656128967,0.41600000000000004,25.751178797388427,0.08299999999999999,6.933805496770947,0.6500000000000001
25,8.851849002131292,0.29,26.15867403987101,0.076,5.357950346379636,0.6500000000000001
26,9.569164790521949,0.288,27.25807430851131,0.05800000000000001,5.1966707930815,0.6500000000000001
27,10.425661784601674,0.253,28.91325946218592,0.073,6.5701981985567475,0.6500000000000001
28,11.247161093007323,0.215,29.494381472172535,0.06899999999999999,5.115960647603872,0.6500000000000001
29,12.078825801816516,0.19399999999999998,29.617250164660902,0.08099999999999999,5.863765675226294,0.6500000000000001
30,12.705926208272306,0.181,31.613959293536936,0.07100000000000001,4.929572814214811,0.6500000000000001
31,13.496941875002577,0.139,32.05196510043151,0.06800000000000002,5.437672860397202,0.6500000000000001
32,14.081822682199975,0.13999999999999999,32.918253224036896,0.06000000000000001,4.823547242263706,0.6500000000000001
